Elemento,Bazformo,Statuso,BRO,Oficiala difino,France,Angle,Germane,Pole,Ruse
LINGV/,lingv/o,F,BRO3: lingvo,,"langue, langage",language,Sprache,język (mowa),языкъ (рѣчь)
LINI/,lini/o,F,BRO4: linio,,ligne,line AK,"Linie, Zeile AK","wiersz, linia AK","линія, строка"
LINK/,link/o,F,,,"lynx, loup-cervier",lynx,Luchs,ryś,рысь (животное)
LIP/,lip/o,F,BRO6: lipo,,lèvre,lip,Lippe,warga,губа
LIP/HAR/O/J,lip/har/o/j,F,,,moustache,mustache,Schnurrbart,wąsy,усы
LIR/,lir/o,F,,,lyre,lyre,"Leier, Lyra",lira,лира
LIT/,lit/o,F,BRO3: lito,,lit,bed (couch) AK,Bett,łóżko,кровать
LITANI/,litani/o,F,,,litanies,litany,Litanei,litanja,молебен AK
LITER/,liter/o,F,BRO6: litero,,lettre (de l’alphabet),letter (of alphabet) AK,Buchstabe,litera,буква
LITERATUR/,literatur/o,F +1OA +7OA,BRO8: literaturo,,littérature,literature,Literatur,literatura,литература
LIUT/,liut/o,F,,,luth,lute,Laute,lutnia,лютня
LIVER/,liver/i,F,BRO9: liveri,,"livrer, fournir","deliver, furnish",liefern,"dostawiać, dostarczać AK",доставлять
LIVRE/,livre/o,F,,,livrée,livery,Livrée,liberya,ливрея
LO,lo,F +7OA,,"lo. Nomo de la litero l, deksesa litero de la Esperanta alfabeto.",,,,,
LOD/,lod/o,F,,,demi-once,half an ounce,Loth,łut,лотъ
LOG/,log/i,F,BRO7: logi,,"attirer, allécher",entice,"locken, anlocken",wabić AK,манить
LOĜ/,loĝ/i,F,BRO2: loĝi,,"habiter, loger","dwell, lodge, live AK",wohnen,mieszkać,"жить, квартировать"
LOĜI/,loĝi/o,F,,,loge,"lodge, box (theatre) AK",Loge,loźa,ложа
LOJT/,lojt/o,F,,,lotte,"eel-pout, lote",Aalraupe,mięlus,налимъ
LOK/,lok/o,F,BRO2: loko,,"place, lieu",place,Ort,miejsce,мѣсто
LOKOMOTIV/,lokomotiv/o,F,BRO9: lokomotivo,,locomotive,locomotive,Lokomotive,lokomotywa,локомотивъ
LOL/,lol/o,F,,,ivraie,tare (plant) AK,Lolch,kąkol,плевелъ
LONDON/,London/o,F +7OA,,,,,,,
LONG/,long/a,F,BRO2: longa,,long,long,lang,długi,"долгій, длинный"
LONICER/,lonicer/o,F,,,chèvrefeuille,honey-suckle,Geissblatt,wiciokrzew,жимолость
LORN/,lorn/o,F,,,"lorgnette, longue-vue AK",perspective-glass,Fernglas,lorneta,зрительная труба AK
LOT/,lot/o,F,BRO9: loto,,tirer au sort,cast lots,loosen,losować,бросать жребій
LOT/UM/,lot/um/i,F,,,lotir,allot,verloosen,rozegrać,разыгривать
LU/,lu/i,F,BRO7: lui,,"louer, prendre en location AK","hire, take on rent AK",miethen,wynajmować (co od kogo) AK,брать въ наемъ
LUD/,lud/i,F,BRO4: ludi,,jouer,play,spielen,"bawić się, grać",играть
LUDOVIK/,Ludovik/o,F +7OA,,,,,,,
LUKS/,luks/o,F,BRO7: lukso,,luxe,luxury AK,Luxus,przepych AK,роскошь
LUL/,lul/i,F,BRO9: luli,,bercer,"lull asleep, rock",wiegen,kołysać,"качать, баюкать"
LUL/IL/,lul/il/o,F,,,berceau,cradle,Wiege,kołyska,колыбель
LUM/,lum/i,F,BRO3: lumi,,"luire, lumière","shine, give light AK",leuchten,świecić,свѣтить
LUM/TUR/,lum/tur/o,F,,,phare,light-house,Leuchtthurm,latarnia morska,маякъ
LUMB/,lumb/o,F,,,lombes,"loins, haunch",Lende,lędźwie,поясница
LUN/,lun/o,F,BRO5: luno,,lune,moon,Mond,księźyć,луна
LUNATIK/,lunatik/o,F,,,lunatique,lunatic,mondsüchtig AK,lunatyk,лунатикъ
LUND/,lund/o,F,BRO5: lundo,,lundi,Monday,Montag,poniedziałek,понедѣльникъ
LUP/,lup/o,F,BRO8: lupo,,loup,wolf,Wolf,wilk,волкъ
LUPOL/,lupol/o,F,,,houblon,hops,Hopfen,chmiel,хмѣль
LUSTR/,lustr/o,F,,,"lustre, suspension AK","lustre, chandelier",Kronleuchter,"pająk, świecznik",люстра
LUT/,lut/i,F,,,souder,solder,"kitten, löten",lutować,паять
LUTER/,Luter/o,F +7OA,,,,,,,
LUTR/,lutr/o,F,,,loutre,common otter,Fischotter,wydra,выдра
MAC/,mac/o,F,,,azyme,unleavened bread,ungesäuertes Brot,"przaśny chleb, maca AK",опрѣснокъ
MAĈ/,maĉ/i,F,BRO8: maĉi,,mâcher,chew,kauen,źuć,жевать
MAGAZEN/,magazen/o,F,BRO7: magazeno,,magasin,"shop, store, warehouse AK",Kaufladen,"sklep, magazyn","лавка, магазинъ"
MAGI/,magi/o,F,,,magie,"magic, black art",Magie,magie,магія
MAGNET/,magnet/o,F,,,aimant,magnet,Magnet,magnes,магнитъ
MAIZ/,maiz/o,F,BRO9: maizo,,mais,maize,Mais,kukurydza,"маис, кукуруза AK"
MAJ/,Maj/o,F,BRO5: Majo,,Mai,May,Mai,Maj,Май
MAJEST/,majest/a,F,BRO9: majesta,,majestueux,"majestic, dignified AK",erhaben,"majestatyczny, wzniosły",величественный
MAJSTR/,majstr/o,F,BRO7: majstro,,maître (dans sa partie),master (of his art) AK,Meister,majster,мастеръ
MAKLER/,makler/i,F,,,faire le courtage AK,"act as broker, deal AK","Makler sein, Geschäfte vermitteln AK",pośredniczyć,посредничать
MAKUL/,makul/o,F,BRO7: makulo,,tache,stain,Fleck,plama,пятно
MAKZEL/,makzel/o,F,,,mâchoire,"jaw-bone, cheek-bone",Kinnlade,szczęka,челюсть
MAL/,mal-,F,BRO1: mal-,,marque les contraires: ex. bon/ bon ― mal/bon/ mauvais; estim/ estimer ― mal/estim/ mépriser,denotes opposites; e. g. alt/ high ― mal/alt/ low,bezeichnet einen geraden Gegensatz; z. B. bon/ gut ― mal/bon/ schlecht; estim/ schätzen ― mal/estim/ verachten,oznacza przeciwieństwo; np. bon/ dobry ― mal/bon/ zły; estim/ powaźać ― mal/estim/ gardzić,(приставка) означает прямую противоположность AK
MAL/AFABL/,mal/afabl/a,F,,,grogneur,surly,mürrisch,opryskliwy AK,угрюмый
MAL/APER/,mal/aper/i,F,,,disparaître,dissappear,verschwinden,znikać,исчезать
MAL/DEKSTR/,mal/dekstr/a,F,,,gauche,left,link,lewy,лѣвый
MAL/ESPER/,mal/esper/i,F,,,désespérer,despair,verzweifeln,rozpaczać,отчаяваться
MAL/FERM/,mal/ferm/i,F,,,ouvrir,open,öffnen,otwierać,отворять
MAL/HELP/,mal/help/i,F,,,"déranger, empêcher",hinder,"stören, hindern",przeszkadzać,"мѣшать, препятствовать"
MAL/KOVR/,mal/kovr/i,F,,,découvrir,"uncover, lay bare AK",entdecken,odkrywać,открывать
MAL/LUM/A,mal/lum/a,F,,,"sombre, obscur",dark,dunkel,ciemny,темный
MAL/NET/,mal/net/o,F,,,brouillon,rough draft AK,"Konzept, Entwurf, Kladde AK",na brudno,начерно
MAL/REKT/,mal/rekt/a,F,,,"indirect, détourne AK","crooked, not straight AK",nicht gerade; indirekt AK,krzywy,косой
MAL/SOBR/,mal/sobr/a,F,,,intempérent AK,drunk,"auschweifend, unmässig AK",pijany,пьяный
MAL/ŜAT/,mal/ŝat/i,F,,,"dédaigner, faire peu de cas de AK","hold of no value, not care about AK","geringschätzen, vernachlässigen AK",mieć za nic (lekceważyć) AK,пренебрегать
MAL/UTIL/,mal/util/a,F,,,nuisible,harmful AK,schädlich,szkodliwy,вредный
MAL/VARM/UM/,mal/varm/um/i,F,BRO8: malvarmumo,,se refroidir,catch cold,sich erkälten,przeziębić się,простудиться
MAL/VAST/,mal/vast/a,F,,,étroit,"narrow, restricted AK",eng,ciasny,тѣсный
MAL/VIRG/IG/,mal/virg/ig/i,F,,,"déshonorer, violer","dishonour, violate, deflower",schänden (eine Jungfrau),"zgwałcić, bezecnić","лишать невинности, растлить AK"
MALEOL/,maleol/o,F,BRO9: maleolo,,ceville,ankle,Knöchel,kłykieć,лодыжка
MALGRAŬ,malgraŭ,F,BRO7: malgraŭ,,"malgré, en dépit de",in spite of,"ungeachtet, trotz AK",pomimo,не смотря на
MALIC/,malic/a,F,BRO9: malica,,malicieux,malicious,tückisch,chytry,коварный
MAM/,mam/o,F,BRO8: mamo,,"mamelle, pis, sein AK","breast, udder AK","Brust, Euter","pierś, sutka","грудь, вымя"
MAN/,man/o,F,BRO2: mano,,main,hand,Hand,ręka,рука (кисть) AK
MAN/PLAT/,man/plat/o,F,,,paume,palm (hand) AK,Handfläche,dłoń,ладонь
MAN/UM/,man/um/o,F,,,manchette,"ruffle (of sleeve), wristhand AK",Manschette,mankiet,манжета
MANA/,mana/o,F,,,manne,manna,Manna,manna,манна
MANGAN/,mangan/o,F,,,manganèse,manganese,Mangan,mangan AK,марганецъ
MANĜ/,manĝ/i,F,BRO3: manĝi,,manger,eat,essen,jeść,ѣсть
MANIER/,manier/o,F,BRO5: maniero,,"manière, façon",manner,"Manier, Weise, Art","sposób, maniera","способ, образ, манера AK"
MANIK/,manik/o,F,BRO7: maniko,,manche,sleeve,Aermel,rękaw,рукавъ
MANK/,mank/i,F,BRO3: manki,,manquer,"want, lack AK",fehlen,brakować,недоставать
MANOVR/,manovr/i,F,BRO9: manovri,,manœuvrer,manoeuvre (milit. and nav.) AK,manövriren,manewrować,маневрировать
MANTEL/,mantel/o,F,BRO7: mantelo,,manteau,mantle,Mantel,plaszcz,плащъ
MAR/,mar/o,F,BRO3: maro,,mer,sea,Meer,morze,море
MARCIPAN/,marcipan/o,F,,,massepain,marzipan (almond paste) AK,Marzipan,marcepan,марципанъ
MARĈ/,marĉ/o,F,BRO8: marĉo,,marais,"swamp, marsh",Sumpf,"bagno, błoto AK",болото
MARĈAND/,marĉand/i,F,,,marchander,bargain (vb.) AK,"dingen, feilschen",targować się,торговаться
MARD/,mard/o,F,BRO5: mardo,,mardi,Tuesday,Dienstag,wterek,вторникъ
MARI/,Mari/o,F +7OA,,,,,,,
MARK/,mark/o,F,BRO4: marko,,marque,mark,"Marke, Briefmarke",marka,марка
MARKOT/,markot/o,F,,,marcotte,layer (hort.) AK,Ableger,latorośl,"отпрыск, отросток AK"
MARMOR/,marmor/o,F,,,marbre,marble,Marmor,marmur,мраморъ
MARMOT/,marmot/o,F,,,marmotte,marmot,Murmelthier,świszcz,сурокъ
MAROKEN/,maroken/o,F,,,marroquin,morocco leather AK,Saffian,safian,сафьянъ
MARŜ/,marŝ/i,F,BRO5: marŝi,,marcher,"march, walk",marschiren,marzerować,маршировать
MARŜAL/,marŝal/o,F,,,maréchal (milit.) AK,marshal,Marschall,marszałek,маршалъ
MART/,Mart/o,F,BRO5: Marto,,Mars,March,März,Marzec,Мартъ
MARTEL/,martel/o,F,BRO7: martelo,,marteau,hammer,Hammer,młot,молотъ
MAS/,mas/o,F,BRO9: maso,,masse,mass,Masse,massa,масса
MASIV/,masiv/a,F,,,massif,massive,massiv,masywny,массивный
MASK/,mask/o,F,,,masque,mask,Maske,maska,маска
MASON/,mason/i,F,BRO7: masoni,,maçonner,build with stone,mauern,murować,класть стѣны (каменная работа)
MAST/,mast/o,F,BRO8: masto,,mât,mast,"Mast, Mastbaum",maszt,мачта
MASTIK/,mastik/o,F,,,mastic,"mastic, putty AK",Mastik,mastyka,мастика
MASTR/,mastr/o,F,BRO5: mastro,,"maître de maison, patron AK","master (of house), host AK",Wirth,gospodarz,хозяинъ
MASTR/UM/,mastr/um/i,F,BRO8: mastrumi,,faire le ménage,"keep house, husband",wirthschaften,gospodarzyć,хозяйничать
MAŜ/,maŝ/o,F,,,"nœud coulant, maille",mesh,"Schlinge, Masche",pętlica,петля
MAŜIN/,maŝin/o,F,BRO6: maŝino,,machine,machine,Maschine,maszyna,машина
MAT/,mat/o,F,BRO9: mato,,natte,mat,Matte,rogoźka,рогожа
MATEN/,maten/o,F,BRO3: mateno,,matin,morning,Morgen,poranek,утро
MATEN/MANĜ/,maten/manĝ/i,F,,,déjeuner,breakfast,frühstücken,śniadać,завтракать
MATERIAL/,material/o,F +1OA +8OA,BRO7: materialo,,"matériel, matériaux",material,Material,materjał,матеріалъ
MATRAC/,matrac/o,F,BRO7: matraco,,matelas,mattress,Matratze,materac,тюфякъ
MATUR/,matur/a,F,BRO6: matura,,mûr,"mature, ripe AK",reif,dojrzały,зрѣлый
MEBL/,mebl/o,F,BRO6: meblo,,meuble,furniture,Möbel,mebel,мебель
MEĈ/,meĉ/o,F,,,mèche,wick,Docht,knot,фитиль
MEĈ/AĴ/,meĉ/aĵ/o,F,,,amadou,"tinder, match AK",Feuerschwamm,lont AK,трутъ
MEDAL/,medal/o,F,,,médaille,medal,Denkmünze,medal,медаль
MEDALION/,medalion/o,F,,,médaillon,medallion,Medaillon,medalion,медаліонъ
MEDIT/,medit/i,F,BRO8: mediti,,"réfléchir, méditer","reflect, meditate",nachdenken,"medytować, rozmyślać",размышлять
MEĤANIK/,meĥanik/o,F,BRO8: meĥaniko,,mécanique,mechanics,Mechanik,mechanika,механика
MEJL/,mejl/o,F,,,mille (mesure itinéraire),mile,Meile,mila,миля
MEL/,mel/o,F,,,blaireau,badger,Dachs,borsuk,барсукъ
MELEAGR/,meleagr/o,F,,,dindon,turkey,Truthahn,indyk,индюкъ
MELK/,melk/i,F,BRO8: melki,,traire,milk (vb.),melken,doić,доить
MELON/,melon/o,F,BRO9: melono,,melon,melon,Melone,melon,дыня
MEM,mem,F,BRO1: mem,,"même (moi-, toi-, etc.)",self,selbst,sam,самъ
MEM/STAR/,mem/star/a,F,,,indépendant,self-subsistent,selbstständig,samodzielny,самостоятельный
MEMBR/,membr/o,F,BRO7: membro,,membre,"member, limb AK",Glied,członek,членъ
MEMBRAN/,membran/o,F,,,membrane,membrane,"Häutchen, Membrane","błona, błonka",перепонка
MEMOR/,memor/i,F,BRO3: memori,,"se souvenir, se rappeler",remember AK,"sich erinnern, gedenken AK",pamiętać,помнить
MEND/,mend/i,F,BRO6: mendi,,"faire une commande, commander AK","bespeak, give an order AK",bestellen,stalować,заказывать
MENSOG/,mensog/i,F,BRO6: mensogi,,mentir,tell a lie,lügen,kłamać,врать
MENT/,ment/o,F,,,menthe,mint,Münze (Botan.),mięta,мята
MENTON/,menton/o,F,BRO7: mentono,,menton,chin,Kinn,podbródek,подбородокъ
MERIT/,merit/i,F,BRO6: meriti,,mériter,merit,verdienen,zasługiwać,заслуживать
MERIZ/,meriz/o,F,,,merise,bird-cherry,Vogelkirsche,dzika wiśnia AK,черешня
MERKRED/,merkred/o,F,BRO5: merkredo,,mercredi,Wednesday,Mittwoch,środa,среда
MERL/,merl/o,F,,,merle,blackbird,Amsel,kos,черный дроздъ
MES/,mes/o,F,,,messe,mass,"Messe, Gottesdienst",msza,"обѣдня, богослуженіе"
MESI/,mesi/o,F,,,Messie,Messiah,Messias,Messyasz,Мессія
MET/,met/i,F,BRO2: meti,,"mettre, placer, poser","put, place","hintun, setzen, stellen, legen AK",kłaść; może być oddane za pomocą rozmaitych czasowników AK,"поставить, положить, класть; может быть переведено различными глаголами AK"
METAL/,metal/o,F +1OA +8OA,BRO6: metalo,,métal,metal,Metall,metal,металлъ
METAL/FADEN/,metal/faden/o,F,,,fil de métal,wire AK,Draht,drut,проволока
METI/,meti/o,F,BRO7: metio,,métier,handicraft,Handwerk,rzemiosło,ремесло
METR/,metr/o,F +1OA +7OA,BRO7: metro,,mètre,meter,Meter,metr,метр
MEV/,mev/o,F,,,mouette,sea-gull,Möwe,mewa AK,чайка
MEZ/,mez/o,F,BRO4: mezo,,milieu,middle,Mitte,środek,средина
MEZ/O/NOMBR/,mez/o/nombr/o,F,,,nombre moyen,average,Durchschnittzahl AK,przecięciowo,среднимъ числомъ
MEZUR/,mezur/i,F,BRO4: mezuri,,mesurer,measure,messen,mierzyć,мѣрить
MI,mi,F,BRO1: mi,,"je, moi",I,ich,ja,я
MI/A,mi/a,F,,,"mon, ma","my, mine",mein,mój,мой
MIEL/,miel/o,F,BRO9: mielo,,miel,honey,Honig,miód,медъ
MIEN/,mien/o,F,BRO6: mieno,,"mine, air","mien, air",Miene,mina (wyraz twarzy) AK,мина (выраженіе лица)
MIGDAL/,migdal/o,F,,,amande,almond,Mandel,migdal,миндаль
MIGR/,migr/i,F,BRO8: migri,,"voyager, courir le monde",migrate,wandern,wędrować,странствовать
MIĤAEL/,Miĥael/o,F +7OA,,,,,,,
MIKS/,miks/i,F,BRO6: miksi,,"mêler, mélanger AK",mix,mischen,mieszać,смѣшивать
MIL (noto),mil,F,BRO1: mil,,mille (nombre),thousand,tausend,tysiąc,тысяча
MILI/,mili/o,F,,,"mil, millet",millet,Hirse,proso,просо
MILION/,milion/o,F +2OA +7OA,BRO6: miliono,,,,,,
MILIT/,milit/i,F,BRO2: militi,,guerroyer,make war AK,Krieg führen,wojować,воевать
MIN/,min/o,F,BRO8: mino,,"mine, fosse AK",mine,Mine,mina (podkop) AK,мина (пороховая)
MINAC/,minac/i,F,BRO6: minaci,,menacer,"menace, threaten AK",drohen,grozić,грозить
MINUT/,minut/o,F,BRO4: minuto,,minute,minute,Minute,minuta,минута
MIOGAL/,miogal/o,F,,,rat musqué,musk-rat,Bisamratte AK,piźmoszczur,выхухоль
MIOP/,miop/a,F,,,myope,short-sighted AK,kurzsichtig,krótkowzroczny,близорукій
MIOZOT/,miozot/o,F,,,myosotis,forget-me-not,Vergissmeinnicht,niezapominajka,незабудка
MIR/,mir/i,F,BRO3: miri,,s’étonner AK,wonder,sich wundern,dziwić się,удивляться
MIRH/,mirh/o,F,,,mirrhe,myrrh,Myrrhe,myrra,мирра
MIRT/,mirt/o,F,,,myrte,myrtle,Myrthe,myrta,мирта
MIRTEL/,mirtel/o,F,BRO9: mirtelo,,"airelle, myrtille",bilberry,Heidelbeere,czarna jagoda,черника
MISI/,misi/o,F,,,mission,mission,Mission,misya,миссія
MISTER/,mister/o,F,BRO8: mistero,,mystère,mystery,Mysterium,"tajemnica, misterjum AK",тайна AK
MISTER/A,mister/a,F,,,mystérieux,mysterious,geheimnissvoll,tajemniczy,таинственный
MIZER/,mizer/o,F,BRO7: mizero,,misère,"distress, misery",Noth,nędza,нужда
MO,mo,F +7OA,,"mo. Nomo de la litero m, deksepa litero de la Esperanta alfabeto.",,,,,
MOD/,mod/o,F,BRO7: modo,,mode,"fashion, mood (gram.) AK","Mode, Modus (gramm.)","moda, tryb","мода, наклоненіе"
MODEL/,model/o,F,BRO8: modelo,,"modèle, spécimen",model,"Modell, Muster AK",model,образецъ
MODER/,moder/a,F,BRO8: modera,,modéré,moderate,mässig,umiarkowany,умѣренный
MODEST/,modest/a,F,BRO8: modesta,,modeste,modest,bescheiden,skromny,скромный
MOK/,mok/i,F,BRO5: moki,,se moquer,"mock, ridicule AK",spotten,szydzić,насмѣхаться
MOL/,mol/a,F,BRO5: mola,,mou,soft,weich,miękki,мягкій
MOL/ANAS/,mol/anas/o,F,,,canard à duvet,eider-duck,Eiderente,miękopiór,гага
MOMENT/,moment/o,F,BRO4: momento,,moment,moment,Augenblick,"chwila, moment",мгновеніе
MON/,mon/o,F,BRO3: mono,,argent (monnaie),money,Geld,pieniądze,деньги
MONAĤ/,monaĥ/o,F,,,moine,"monk, friar",Mönch,zakonnik,монахъ
MONARĤ/,monarĥ/o,F,,,monarque,monarch,Monarch,monarcha,монархъ
MONAT/,monat/o,F,BRO4: monato,,mois,month,Monat,miesiąc,мѣсяцъ
MOND/,mond/o,F,BRO2: mondo,,monde AK,world,Welt,świat,"міръ, свѣтъ"
MONED/,moned/o,F,,,choucas,"jack-daw, chough",Dohle,kawka,галка
MONSTR/,monstr/o,F,BRO9: monstro,,monstre,monster,Ungeheuer,"potwór, monstrum",чудовище
MONT/,mont/o,F,BRO3: monto,,montagne,mountain,Berg,góra,гора
MONTR/,montr/i,F,BRO2: montri,,montrer,show (vb.) AK,zeigen,pokazywać,показывать
MONUMENT/,monument/o,F,BRO9: monumento,,monument,monument,Denkmal,pomnik,памятникъ
MOPS/,mops/o,F,,,"doguin, carlin, roquet AK",pug-dog,Mops,mops,мопсъ
MOR/,mor/o,F,BRO7: moro,,mœurs,"custom, usage AK",Sitte,"zwyczaj, obyczaj","нравъ, обычай"
MORBIL/,morbil/o,F,,,rougeole,measles,Masern,odra,корь
MORD/,mord/i,F,BRO7: mordi,,mordre,bite,beissen,kąsać,кусать
MORD/ET/,mord/et/i,F,,,ronger,gnaw,nagen,gryźć,грызть
MORGAŬ,morgaŭ,F,BRO1: morgaŭ,,demain,to-morrow,morgen,jutro,завтра
MORT/,mort/i,F,BRO2: morti,,mourir,die,sterben,umierać,умирать
MORTER/,morter/o,F,,,mortier,mortar,Mörtel,zaprawa (wapienna),замазка
MORUS/,morus/o,F,,,mûre,mulberry,Maulbeere,morwa,тутовая ягода
MOST/,most/o,F,,,moût,must,Most,moszcz,виноградный морсъ
MOŜT/,moŝt/o,F,,,"titre commun; ex. vi/a reĝ/a moŝt/o votre majesté, vi/a general/a moŝt/o monsieur le général, vi/a episkop/a moŝt/o etc.",universal title; e. g. vi/a reĝ/a moŝt/o your majesty; vi/a moŝt/o your honor,"allgemeiner Titel; z. B. vi/a reĝ/a moŝt/o Eure Majestät, vi/a general/a moŝt/o etc.",Mość,общій титулъ; напр. vi/a reĝ/a moŝt/o Ваше Величество; vi/a general/a moŝt/o и т.п.
MOV/,mov/i,F,BRO2: movi,,mouvoir,move,bewegen,ruszać,двигать
MUEL/,muel/i,F,BRO7: mueli,,moudre,"grind, mill AK",mahlen,mleć,молоть
MUF/,muf/o,F,,,manchon,muff,Muff,mufka,муфта
MUĜ/,muĝ/i,F,BRO9: muĝi,,mugir,"roar (wind, etc.) AK","brausen, brüllen AK","huczeć, ryczeć AK",шипѣть
MUK/,muk/o,F,,,"pituite, glaire",mucus AK,Schleim,śluz,слизь
MUL/,mul/o,F,,,mulet,mule,Maulesel,muł,мулъ
MULT/,mult/a,F,BRO2: multa,,"beaucoup, nombreux","much, many",viel,wiele,много
MUR/,mur/o,F,BRO3: muro,,mur,wall,Wand,ściana,стѣна
MURMUR/,murmur/i,F,BRO7: murmuri,,"murmurer, grommeler",murmur,"murmeln, brummen AK",mruczеć,бормотать AK
MUS/,mus/o,F,BRO8: muso,,souris,mouse,Maus,mysź,мышь
MUSK/,musk/o,F,BRO9: musko,,mousse (la),moss,Moos,mech,мохъ
MUSKAT/,muskat/o,F,,,muscade,nutmeg,Muskatnuss,orzech muszkatałowy,мушкатный орѣхъ
MUSKOL/,muskol/o,F,BRO8: muskolo,,muscle,muscle,Muskel,"mięsień, muskuł",мускулъ
MUSLIN/,muslin/o,F,,,mousseline,muslin,"Musselin, Nesseltuch AK",muślin,кисея
MUSTARD/,mustard/o,F,,,moutarde,mustard,Senf,musztarda,горчица
MUSTEL/,mustel/o,F,,,"martre, belette AK","weasel, marten AK",Marder,kuna,куница
MUŜ/,muŝ/o,F,BRO6: muŝo,,mouche,fly (a),Fliege,mucha,муха
MUT/,mut/a,F,BRO7: muta,,muet,dumb,stumm,niemy,нѣмой
MUZIK/,muzik/o,F +1OA +8OA,BRO5: muziko,,musique,music,Musik,muzyka,музыка
