Elemento,Bazformo,Statuso,BRO,Oficiala difino,France,Angle,Germane,Pole,Ruse,Hispane,Itale,Katalune,Portugale
KOHER/,koher/a,9OA,,"koher/a 1 (pri tuto) Tia, ke ĉiuj ĝiaj partoj estas konsekvence, logike, harmonie k.s. interligitaj aŭ interrilatantaj. 2 (pri parto de tuto) Tia, ke ĝi konsekvence, logike, harmonie k.s. interligiĝas aŭ interrilatas kun la aliaj partoj de la tuto. koher/i 1 Esti kohera: ŝiaj ideoj koheras; tiu parto ne koheras kun la resto. 2 (pri atomoj, molekuloj, eroj k.s.) Kunteniĝi pro reciproka altiro: la grajnetoj de argilo koheras.",,,,,,,,,
KOINCID/,koincid/i,4OA,,,coïncider,to coincide,(zeitlich) zusammenfallen,,,coincidir,coincidere,coincidir,coincidir
KOJN/,kojn/o,F,,,coin (instrument),wedge,Keil,klin,клинъ,,,,
KOK/,kok/o,F,BRO5: koko,,coq,cock (bird)  AK,Hahn,kogut,пѣтухъ,,,,
KOKARD/,kokard/o,1OA,,,cocarde,cockade,Kokarde,kokarda,кокарда,,,,
KOKCINEL/,kokcinel/o,F,,,coccinelle,ladybird  AK,Marienkäfer,biedronka  AK,божья коровка  AK,,,,
KOKET/,koket/a,F,BRO9: koketa,,coquet,coquet (adj.)  AK,coquett,zalotny,кокетливый,,,,
KOKLUŜ/,kokluŝ/o,F,,,coqueluche,whooping-cough  AK,Keuchhusten,koklusz,коклюшъ,,,,
KOKON/,kokon/o,2OA,,,,,,,,,,,
KOKOS/,kokos/o,F,BRO9: kokoso,,coco,cocoa-nut  AK,Kokosnuss  AK,orzech kokosowy,кокосъ,,,,
KOKS/,koks/o,F,,,hanche,"hip, hanch  AK",Hüfte,lędźwie,тазобедренное сочлененіе,,,,
KOL/,kol/o,F,BRO4: kolo,,cou,neck,Hals,szyja,шея,,,,
KOL/HAR/O/J,kol/har/o/j,F,,,crinière,mane,Mähne,grzywa,грива,,,,
KOL/UM/,kol/um/o,F,BRO8: kolumo,,faux-col,collar,Kragen,kołnierz,воротникъ,,,,
KOLBAS/,kolbas/o,F,,,"saucisse, andouille  AK",sausage  AK,Wurst,kiełbasa,колбаса,,,,
KOLEG/,koleg/o,F,,,"collègue, confrère, condisciple  AK",colleague,Kollege  AK,"towarzysz, kolega",товарищъ,,,,
KOLEGI/,kolegi/o,1OA,BRO9: kolegio,,collège,college,Kollegium,kolegjum,коллегія,,,,
KOLEKT/,kolekt/o,F,BRO4: kolekto,,"amasser, collectionner",collect,sammeln,zbierać,собирать,,,,
KOLEKTIV/,kolektiv/a,3OA,BRO9: kolektiva,,collectif,collective,kollektiv,,,colectivo,collettivo,,collectivo
KOLER/,koler/i,F,BRO4: koleri,,se fâcher,be angry  AK,zürnen,gniewać się,сердиться,,,,
KOLIBR/,kolibr/o,F,,,colibri,humming-bird  AK,Kolibri,koliber,колибри,,,,
KOLIK/,kolik/o,1OA,,,colique,colic,Kolik,kolka,колика,,,,
KOLIMB/,kolimb/o,F,,,plongeon (oiseau),diver (bird)  AK,Taucher (Vogel),nur,гагара,,,,
KOLIZI/,kolizi/i,4OA,BRO9: kolizii,,entrer en collision,to collide,zusammenstossen (noto),,,"colidir, entrar en colisión",avere una collisione,"topar, ensopegar",colidir
KOLODI/ (ĥem.),kolodi/o,2OA,,,,,,,,,,,
KOLOFON/,kolofon/o,F,,,colophane,rosin,Colophonium,kolofonia,канифоль,,,,
KOLOMB/,kolomb/o,F,BRO9: kolombo,,"pigeon, colombe",dove,Taube,gołąb’,голубь,,,,
KOLON/,kolon/o,F,BRO8: kolono,,colonne,column,Säule,"słup, kolumna  AK","столб, колонна  AK",,,,
KOLONEL/,kolonel/o,1OA,BRO9: kolonelo,,colonel,colonel,Oberst,pułkownik,полковникъ,,,,
KOLONI/,koloni/o,1OA,,,colonie,colony,Kolonie,kolonja,колонія,,,,
KOLOR/,kolor/o,F,BRO3: koloro,,couleur,"colour, hue  AK",Farbe,kolor,"цвѣтъ, краска",,,,
KOLOS/,kolos/o,1OA,,,colosse,colossus,Koloss,kolos,колоссъ,,,,
KOLPORT/,kolport/i,F,,,colporter,"hawk (sell), peddle  AK",hausiren,"kolportować, roznosić",продавать в разнос  AK,,,,
KOLUBR/,kolubr/o,F,,,couleuvre,"adder, snake",Natter (giftlose -)  AK,wąż,ужъ,,,,
KOLUMN/,kolumn/o,8OA,BRO9: kolumno,kolumn/o 1. Vertikala dividaĵo de paĝo prezentanta serion da samlongaj linioj skribitaj aŭ presitaj unu sub alia. 2. Vico de objektoj aŭ personoj aranĝitaj unu post aŭ sub alia.,"colonne (de chiffres, de journal), file (de soldats), côte (de tricot)","column, file (of soldiers), rib (of knitting)","Spalte, Reihe, Kolumne",,,"columna (de cifras, de diario), filo (de soldados)","colonna, fila, catasta",,coluna
KOLZ/,kolz/o,1OA,,,colza,colza,Raps,rzepak,сурѣпица,,,,
KOM/,kom/o,F,BRO8: komo,,virgule,comma,Komma,przecinek,запятая,,,,
KOMAND/,komand/i,F,BRO8: komandi,,commander (milit.)  AK,command (mil. and nav.)  AK,commandiren,komenderować  AK,командовать,,,,
KOMANDIT/,komandit/o,3OA,,,commandite,sleeping partnership,Kommandite,komandyta,,comandita,accomandita,,commandita
KOMB/,komb/i,F,BRO6: kombi,,peigner,comb (vb.)  AK,kämmen,czesać,"причесывать, чесать  AK",,,,
KOMBIN/,kombin/i,F,BRO9: kombini,,combiner,combine,combiniren,kombinować,комбинировать,,,,
KOMEDI/,komedi/o,1OA,BRO9: komedio,,comédie,comedy,Lustspiel,komedja,комедія,,,,
KOMENC/,komenc/i,F,BRO2: komenci,,commencer (trans.)  AK,commence,anfangen,zaczynać,начинать,,,,
KOMENT/,koment/i,9OA,,"koment/i. Komentarii. Prezenti rimarkon, opiniesprimon aŭ klarigon (pri okazaĵo, eldiraĵo k.s.): li komentis, ke tio estas rimarkinda; ŝi tute pravas, komentis apudstaranto; la funkciulo rifuzis komenti pri la propono; komenti novaĵon; komenti decidon; komenti pri ideo; komenti pri libro; komentita Korano (= prinotita Korano). koment/o 1 Ago komenti. 2 Rimarko, noto, vortoj de komentinto. koment/ar/o. Komentario. Kolekto aŭ serio da komentoj 2, precipe tiaj, kiuj celas komprenigi la malfacilaĵojn de teksto aŭ verko: eldono de Korano kun komentaro.",,,,,,,,,
KOMENTARI/,komentari/o,F,,,commenter,comment,"erläutern, commentiren",komentować,комментировать,,,,
KOMERC/,komerc/i,F,BRO4: komerci,,faire du commerce  AK,trade,"handeln, Handel treiben",handlować,торговать,,,,
KOMERC/AĴ/,komerc/aĵ/o,F,,,marchandise,"ware, merchandise",Waare,towar,товаръ,,,,
KOMET/,komet/o,1OA,,,comète,comet,Komet,kometa,комета,,,,
KOMFORT/,komfort/a,F,BRO6: komforta,,confort  AK,comfort,Komfort,"komfort, wygoda  AK",комфортъ,,,,
KOMIK/,komik/a,1OA,BRO8: komika,,comique,comical,komisch,komiczny,комическій,,,,
KOMISAR/,komisar/o,1OA,BRO9: komisaro,,commissaire,commissary,Kommissar,komisarz,комиссаръ,,,,
KOMISI/,komisi/i,F,BRO8: komisii,,charger de  AK,"commission, entrust  AK","auftragen, beauftragen",zlecać,поручать,,,,
KOMISION/,komision/o,4OA,BRO8: komisiono,komision/o. Aro da personoj komisiitaj por esplori ian difinitan demandon aŭ plenumi ian difinitan taskon.,commission,"a commission, board",Ausschuss,,,"comisión, junta",commissione,comissió,comissão
KOMITAT/,komitat/o,F,BRO7: komitato,,comité,committee,"Comité, Ausschuss",komitet,комитетъ,,,,
KOMIZ/,komiz/o,F,,,"commis, employé  AK",clerk,Commis,subjekt,прикащикъ,,,,
KOMOD/,komod/o,F,,,commode (meuble),chest of drawers,Commode,komoda,коммодъ,,,,
KOMPAKT/,kompakt/a,9OA,,"kompakt/a. Tia, ke ĝiaj konsistigaj eroj estas tiel malvaste aranĝitaj, ke ĝi plene okupas sian volumenon, sen kavoj, poroj aŭ truoj, kio malhelpas penetron de ekstera objekto en ĝin: kompakta amaso; kompakta grundo; kompakta pulvoro.",,,,,,,,,
KOMPANI/,kompani/o,1OA,BRO9: kompanio,,compagnie,company,Kompanie,spółka,общество (торг.),,,,
KOMPAR/,kompar/i,F,BRO6: kompari,,comparer,compare,vergleichen,porównać,сравнивать,,,,
KOMPARATIV/,komparativ/o,1OA,,,comparatif,comparative (gram.),Komparativ,stopień wyższy,сравнительная степень,,,,
KOMPAS/,kompas/o,1OA,,,boussole,mariner’s compass,Kompass,kompas,компасъ,,,,
KOMPAT/,kompat/i,F,BRO5: kompati,,avoir compassion,compassionate,Mitleid haben,współczuwać,сострадать,,,,
KOMPENS/,kompens/i,1OA,BRO9: kompensi,,compenser,compensate,"aufwiegen, ersetzen",kompensować,компенсировать,,,,
KOMPETENT/,kompetent/a,F +1OA +7OA,BRO9: kompetenta,,compétent,competent,"kompetent, zuständig",kompetentny,компетентный,,,,
KOMPIL/,kompil/i,1OA,,,compiler,compile,kompilieren,kompilować,компилировать,,,,
"KOMPLEMENT/ (gram., mat.)",komplement/o,2OA,BRO9: komplemento,,complément,"complement, object","Komplement, Objekt",,,,,,
KOMPLET/,komplet/a,2OA,BRO8: kompleta,,complet,complete,vollständig,,,,,,
KOMPLEZ/,komplez/i,F,BRO8: komplezi,,complaisance,"favour, kindness  AK",Gefallen,"przysługa, usługa, dogadzanie","услуга, угожденіе",,,,
KOMPLIK/,komplik/i,1OA,BRO9: kompliki,,compliquer,complicate,verwickeln,komplikować,усложнять,,,,
KOMPLIMENT/,kompliment/o,1OA,,,compliment,compliment,Kompliment,komplement,комплиментъ,,,,
KOMPLOT/,komplot/o,2OA,,,,,,,,,,,
KOMPON/ (noto),kompon/i,1OA,BRO9: komponi,,composer (mus.),compose,komponieren,komponować,компонировать,,,,
KOMPOST/,kompost/i,F,,,composer (typogr.),set (type),setzen (Buchdruck.),składać (w druku),набирать (въ типографіи),,,,
KOMPOT/,kompot/o,2OA,,,,,,,,,,,
KOMPREN/,kompren/i,F,BRO2: kompreni,,comprendre,understand,verstehen,rozumieć,понимать,,,,
KOMPRES/,kompres/o,F,,,compresse,compress (bandage)  AK,Compresse,"kompres, okład",компрессъ,,,,
KOMPROMIS/,kompromis/o,2OA,,,,,,,,,,,
KOMPROMIT/,kompromit/i,3OA,BRO9: kompromiti,,compromettre,"to compromise, to endanger","kompromittieren, blossstellen, auf’s Spiel setzen (noto)",kompromitować (noto),,comprometer,compromettere,,comprometter
KOMPUT/,komput/i,9OA,,"komput/i. Plenumi algoritmon aŭ programon, precipe per aŭtomata rimedo (komputilo). (La gramatika objekto, se ĝi ĉeestas, indikas celatan rezulton: komputi la paskodatojn.) komput/il/o. Maŝino por aŭtomata komputado. komput/o/scienc/o. Scienco pri komputado, precipe pri la aŭtomata komputado per komputiloj.",,,,,,,,,
KOMUN/,komun/a,F,BRO4: komuna,,commun,common (to all)  AK,gemeinsam,wspólny  AK,общій,,,,
KOMUN/UM/,komun/um/o,F,BRO9: komunumo,,"commune, paroisse","community, parish",Gemeinde,gmina,община,,,,
KOMUNI/,komuni/o,F,,,donner la communion  AK,administer the sacrament,das heilige Abendmahl reichen,udzielać Komunję,пріобщать (Св. Таинъ),,,,
KOMUNIK/,komunik/i,F,BRO7: komuniki,,communiquer,communicate,"verbinden, anschliessen; mitteilen  AK",komunikować,сообщать,,,,
KON/,kon/i,F,BRO2: koni,,connaître,"know, recognize, be acquainted with  AK",kennen,znać,знать (быть знакомымъ),,,,
KONCED/,konced/i,8OA,,"konced/i. Post hezito aŭ dubiĝo, konsenti pri la ebleco de io: ""mi koncedas, ke mia sinteno povas ŝajni mensoga"".",concéder,to concede,"einräumen, gewähren, bewilligen",,,conceder,concedere,,"conceder, admitir"
KONCENTR/,koncentr/i,8OA,BRO9: koncentri,"koncentr/i 1. Dense kunigi en iun lokon: ""koncentri trupojn, ŝipojn, kaptitojn"". 2. Pliigi la proporcion de solvita substanco en solvaĵo, per relativa forigo de la likvaĵoj: ""koncentrita acido"", ""koncentrita lakto"", ""koncentrita infuzo"".",concentrer,to concentrate,konzentrieren,,,concentrar,concentrare,,concentrar
KONCEPT/ (filoz.),koncept/o,2OA,BRO9: koncepto,,,,,,,,,,
KONCERN/,koncern/i,F,BRO7: koncerni,,concerner,concern,"betreffen, angehen",tyczyć się,"касаться, относиться",,,,
KONCERT/,koncert/o,1OA,BRO8: koncerto,,concert,concert,Konzert,koncert,концертъ,,,,
KONCESI/,koncesi/o,6OA,,koncesi/o. Oficiala rajtigo.,concession,license,(amtliche) Genehmigung (zum Betrieb eines Gewerbes),koncesja,,concesión (otorgamiento gubernativo),concessione,,
KONCIZ/,konciz/a,2OA,,,,,,,,,,,
KONDAMN/,kondamn/i,F,BRO8: kondamni,,condamner,condemn,verurtheilen,"osądzać, skazać, potępiać  AK",осуждать,,,,
KONDICIONAL/,kondicional/o,4OA,,,conditionnel (gram.),conditional mood (gram.),Bedingungsform (Gram.),,,condicional (gram.),condizionale (gramm.),condicional,condicional
KONDIĈ/,kondiĉ/o,F,BRO6: kondiĉo,,condition,condition,Bedingung,warunek,условіе,,,,
KONDOLENC/,kondolenc/i,F,,,présenter ses compliments de condoléance  AK,condole (with)  AK,Beileid bezeigen,"pocieszać, kondolować, okazać współczucie",соболѣзновать,,,,
KONDOM/,kondom/o,9OA,,kondom/o. Elasta kaj tre maldika (kaŭĉuka) ingo tenata sur peniso dum seksumado por malebligi gravediĝon kaj infektiĝon.,,,,,,,,,
KONDOR/,kondor/o,2OA,,,,,,,,,,,
KONDUK/,konduk/i,F,BRO4: konduki,,conduire,"conduct (vb.), steer  AK",führen,prowadzić,вести,,,,
KONDUK/IL/,konduk/il/o,F,,,rêne,rein,Zügel,leice,поводъ (у лошади),,,,
KONDUKTOR/,konduktor/o,6OA,,"konduktor/o. Oficisto, kiu akompanas publikan veturilon, ne kondukante ĝin, sed plenumante difinitajn devojn, koncerne ĝian funkciadon.",conducteur,conductor (of a public vehicle),Schaffner,konduktor,,revizor,"conduttore (di treno, tram, ecc.)",,
KONDUT/,kondut/i,F,BRO6: konduti,,se conduire (bien ou mal),"behave, conduct (oneself) (intr.)  AK","sich aufführen, sich benehmen","prowadzić się, sprawować się",вести себя,,,,
KONEKT/,konekt/i,9OA,,"konekt/i. Kunigi, interligi objektojn tiel, ke ili funkciu kiel partoj de unu tuto (de cirkvito, de komputila aŭ telefona reto ktp.): ŝi konektis la komputilon kun la poŝtelefono per kablo; tiu aparato funkcias konektite (al la Interreto, al komputilo), dum ĉi tiu, senkonekte (= aŭtonome); ĉi tiu kablo konektas partojn de la cirkvito; la paciento estas konektita al artefarita reno. konekt/o 1 Ago konekti, konektado. 2 Stato esti konektita, konektiteco: mi havas (ret)konekton; konekto mankas; la konekto perdiĝis. mal/konekt/i. Ĉesigi, rompi konekton: malkonekti aparaton.",,,,,,,,,
KONFEDERACI/,konfederaci/o,2OA,,,,,,,,,,,
KONFEKCI/,konfekci/o,3OA,,,confection,"ready-made clothes, confection (clothing)",Konfektion,konfekcja,,confección (noto),confezione,,confecção (noto)
KONFERENC/ (kunveno),konferenc/o,2OA,BRO8: konferenco,,,,,,,,,,
KONFES/,konfes/i,F,BRO6: konfesi,,avouer,confess,"bekennen, gestehen",wyznać  AK,"признавать, исповѣдывать",,,,
KONFID/,konfid/i,F,BRO8: konfidi,,"se fier, se confier","confide, trust","trauen, vertrauen",dowierzać,довѣрять,,,,
KONFIDENC/,konfidenc/o,3OA,BRO9: konfidenco,,confidence,confidence,vertrauliche Mitteilung,,,confidencia,confidenza,,confidencia
KONFIRM/,konfirm/i,F,BRO8: konfirmi,,"confirmer, ratifier","confirm, ratify",bestätigen,"potwierdzać, zatwierdzać  AK",утверждать,,,,
KONFISK/,konfisk/i,1OA,,,confisquer,confiscate,konfiszieren,konfiskować,конфисковать,,,,
KONFIT/,konfit/i,F,BRO8: konfiti,,confire,preserve with sugar,einmachen (mit Zucker),smażyć w cukrze,варить въ сахарѣ,,,,
KONFLIKT/,konflikt/o,2OA,,,,,,,,,,,
KONFORM/,konform/a,F,,,conformément,conformably,"entsprechend, übereinstimmend  AK",odpowiedni,сообразный,,,,
KONFUZ/,konfuz/i,F,BRO8: konfuzi,,"confondre, embrouiller",confuse,verwirren,"konfundować, zmięszać",смущать,,,,
KONGLOMERAT/,konglomerat/o,2OA,,,,,,,,,,,
KONGREGACI/,kongregaci/o,2OA,,,,,,,,,,,
KONGRES/,kongres/o,F +1OA +7OA,BRO7: kongreso,,congrès,congress,Kongress,kongres,конгрессъ,,,,
KONJAK/,konjak/o,2OA,,,,,,,,,,,
KONJEKT/,konjekt/i,F,BRO8: konjekti,,conjecturer,"conjecture, guess  AK",vermuthen,domyślać się  AK,догадываться,,,,
KONJUGACI/,konjugaci/o,F,,,conjuguer,conjugate,conjugiren,konjugować,спрягать,,,,
KONJUNKCI/,konjunkci/o,F,,,conjonction,conjunction,Bindewort,spójnik,союз (грамматич.)  AK,,,,
KONK/,konk/o,F,,,"coquille, coquillage","shell, conch  AK",Muschel,muszla,раковина,,,,
KONKAV/,konkav/a,2OA,,,,,,,,,,,
KONKER/,konker/i,4OA,,,conquérir,to conquer,erobern,,,conquistar,conquistare,conquerir,conquistar
KONKLUD/,konklud/i,F,BRO8: konkludi,,conclure,conclude,"schliessen, folgern",wnioskować,выводить заключеніе,,,,
KONKORD/,konkord/o,3OA,BRO9: konkordo,,concorde,concorde,Eintracht,,,concordia,concordia,,concordia
KONKRET/,konkret/a,2OA,,konkret/a. Ne abstrakta.,,,,,,,,,
KONKUR/,konkur/i,F,BRO8: konkuri,,"rivaliser, concourir  AK","rival, compete  AK",concurriren,konkurować,конкурировать,,,,
KONKURENC/,konkurenc/o,3OA,,,concurrence,concurrence,Konkurrenz,konkurencja,,"competencia, concurrencia",concorrenza,,concurrencia
KONKURS/,konkurs/o,F,BRO9: konkurso,,concours,a competition  AK,Concurs,konkurs,конкурсъ,,,,
KONSCI/,konsci/i,F,BRO6: konscii,,avoir conscience,be conscious of,sich bewusst sein,mieć świadomość,сознавать,,,,
KONSCIENC/,konscienc/o,F,BRO8: konscienco,,consciénce,conscience,Gewissen,sumienie,совѣсть,,,,
KONSEKR/,konsekr/i,4OA,,,consacrer (rel.),"to consecrate, ordain","weihen, einsegnen, heiligen",,,consagrar (rel.),consacrare,consagrar,consagrar
KONSEKVENC/,konsekvenc/o,F,BRO9: konsekvenco,,conséquent,consequent,consequent,konsekwentny,послѣдовательный,,,,
KONSENT/,konsent/i,F,BRO4: konsenti,,"consentir, être d’accord  AK",consent,"übereinstimmen, einwilligen",zgadzać się,соглашаться,,,,
KONSERV/,konserv/i,F,BRO5: konservi,,conserver,preserve,aufbewahren,"przechowywać, zachowywać",сохранять,,,,
KONSERVATIV/,konservativ/a,3OA,,,conservateur (politique),conservative,konservativ,,,conservador,conservatore,,conservador (politica)
KONSERVATORI/,konservatori/o,2OA,,,,,,,,,,,
KONSIDER/,konsider/i,F,BRO7: konsideri,,considérer,consider,"betrachten, überlegen, erwägen","zastanawiać się, rozmyślać",соображать,,,,
KONSIL/,konsil/i,F,BRO3: konsili,,conseiller,"advise, counsel",rathen,radzić,совѣтовать,,,,
KONSIST/,konsist/i,F,BRO6: konsisti,,consister,consist,bestehen (aus...),składać się (z czego)  AK,состоять  AK,,,,
KONSISTORI/,konsistori/o,2OA,,,,,,,,,,,
KONSOL/,konsol/i,F,BRO7: konsoli,,consoler,console,trösten,pocieszać,утѣшать,,,,
KONSONANT/,konsonant/o,F,,,consonne,consonant (gram.)  AK,Konsonant,spółgłoska,согласная,,,,
KONSPIR/,konspir/i,F,,,conspirer,conspire,sich verschwören,spiskować  AK,дѣлать заговоръ,,,,
KONSTANT/,konstant/a,F,BRO6: konstanta,,constant,constant,beständig,"stały, ustawiczny",постоянный,,,,
KONSTAT/,konstat/i,F,BRO7: konstati,,constater,"prove, verify","feststellen, konstatieren  AK",konstatować,подтверждать  AK,,,,
KONSTERN/,konstern/i,F,,,consterner,"dismay, disconcert, startle  AK",bestürzen,"konsternować, przerażać  AK","озадачивать, смущать",,,,
KONSTITUCI/,konstituci/o,2OA,BRO9: konstitucio,,,,,,,,,,
KONSTRU/,konstru/i,F,BRO3: konstrui,,construire,"construct, build",bauen,budować,строить,,,,
KONSUL/,konsul/o,2OA,BRO9: konsulo,,,,,,,,,,
KONSULT/,konsult/i,3OA,,,consulter,to consult,konsultieren,,,consultar,consultare,,consultar
KONSUM/,konsum/i,F,BRO9: konsumi,,consumer,consume,"verzehren, verbrauchen  AK","konsumować, zużywać  AK","истощать, потреблять",,,,
KONT/,kont/o,3OA,,,compte,account,Konto,,,cuenta,conto,,conta
KONTAKT/,kontakt/o,1OA,,,contact,contact,"Kontakt, Berührung",kontakt,контактъ,,,,
KONTANT/,kontant/a,F,BRO9: kontanta,,comptant,paid in cash,baar,w gotówce,наличный,,,,
KONTENT/,kontent/a,F,BRO4: kontenta,,content,content,zufrieden,zadowolony,довольный,,,,
KONTEST/,kontest/i,8OA,BRO9: kontesti,"kontest/i. Diskute malakcepti aserton, postulon aŭ establitan situacion.",contester,to contest,"bestreiten, einwenden, anfechten",,,"discutir, negar, impugnar","contestare, impugnare",,contestar
KONTINENT/,kontinent/o,1OA,,,continent,continent,"Kontinent, Festland",ląd,материкъ,,,,
KONTINU/,kontinu/a,4OA,,,continu,continuous,"fortgesetzt, fortlaufend, ununterbrochen",,,continuo,continuo,continu,contínuo
KONTOR/,kontor/o,F,,,comptoir,"office, counting-house",Komptor,kantor (biuro),контора,,,,
KONTRABAND/,kontraband/o,2OA,,,,,,,,,,,
KONTRABAS/,kontrabas/o,1OA,,,contrebasse,double-bass,Kontrabass,kontrabas,контрабасъ,,,,
KONTRAKT/,kontrakt/i,F,BRO8: kontrakti,,faire un contrat  AK,contract,einen Vertrag abschliessen,zawierać umowę,заключать договоръ,,,,
KONTRALT/,kontralt/o,1OA,,,contralto,contralto,Altstimme,kontralt,контральтъ,,,,
KONTRAPUNKT/,kontrapunkt/o,1OA,,,contrepoint (mus.),counterpoint,Kontrapunkt,kontrapunkt,контрапунктъ,,,,
KONTRAST/,kontrast/o,1OA,,,contraste,contrast,Gegensatz,kontrast,контрастъ,,,,
KONTRAŬ,kontraŭ,F,BRO1: kontraŭ,,"contre, en face de, vis-à-vis de  AK","against, opposite  AK",gegen,przeciw,противъ,,,,
KONTRAŬ/E,kontraŭ/e,F,,,vis-à-vis; au contraire,over against; on the contrary,gegenüber; im Gegentheil,przeciwnie; naprzeciw,напротивъ; насупротивъ,,,,
KONTRIBU/,kontribu/i,3OA,,,contribuer,to contribute,beitragen,,,contribuir,contribuire,,contribuir
KONTRIBUCI/,kontribuci/o,3OA,,,contribution (de guerre),contribution,"Kontribution, Kriegssteuer",kontrybucja,,contribución (noto),contribuzione,,contribuição (noto)
KONTROL/,kontrol/i,F +1OA +7OA,BRO8: kontroli,,contrôler,"check, verify",kontrollieren,kontrolować,контролировать,,,,
KONTUR/,kontur/o,F,,,contour,"outline, contour",Umriss,kontur,контуръ,,,,
KONTUZ/,kontuz/i,F,,,"contusionner, meurtrir  AK",contuse,"wund stossen, quetschen","stłuc, kontuzyować  AK","контузить, ушибить",,,,
KONUS/,konus/o,F,,,cône,cone,Konus,ostrokrąg,конусъ,,,,
KONVAL/,konval/o,F,BRO9: konvalo,,muguet,lily of the valley  AK,Maiblümchen,konwalia,ландышъ,,,,
KONVEKS/,konveks/a,2OA,,,,,,,,,,,
KONVEN/,konven/a,F,BRO6: konvena,,convenir,"be suitable, suit  AK","sich passen, sich geziemen  AK","wypadać, przystawać",приличествовать,,,,
KONVENCI/,konvenci/o,2OA,,,,,,,,,,,
KONVERSACI/,konversaci/i,3OA,BRO9: konversacii,,conversation,conversation,"Konversation, Gespräch",konwersacja,,conversación (noto),conversazione,,conversação (noto)
KONVERT/,konvert/i,F,,,convertir,convert (vb.)  AK,bekehren,nawrócić,обращать (напр. въ христіанство),,,,
KONVINK/,konvink/i,F,BRO8: konvinki,,convaincre,convince,überzeugen,przekonać,убѣждать,,,,
